Id, NetworkId, MNC, TAPCode
1427, 1129, 2, NULL
1428, 1130, 8, NULL
1429, 439, 20, NULL
1430, 473, 5, NULL
1431, 1131, 2, 'BWAVC'
1432, 1132, 1, NULL
1433, 1133, 11, NULL
1434, 1134, 1, NULL
1435, 1135, 27, NULL
1436, 1136, 2, NULL
1437, 1137, 86, 'CODOR'
1438, 1138, 3, 'BENSP'
1439, 229, 3, NULL
1440, 1139, 3, NULL
1441, 1140, 3, NULL
1442, 1141, 25, NULL
1443, 174, 1, 'GIBGT'
1444, 1142, 9, NULL
1445, 1143, 3, 'MUSMT'
1447, 61, 350, NULL
1448, 1144, 14, NULL
1449, 1145, 10, NULL
1450, 1146, 3, NULL
1452, 1148, 1, NULL
1453, 110, 4, NULL
1454, 1150, 15, NULL
1455, 1149, 2, NULL
1456, 1151, 770, NULL
1457, 296, 1, NULL
1458, 296, 2, NULL
1459, 296, 3, NULL
1460, 296, 9, NULL
1461, 296, 11, NULL
1462, 296, 12, NULL
1463, 296, 14, NULL
1464, 296, 15, NULL
1465, 296, 16, NULL
1466, 296, 17, NULL
1467, 296, 21, NULL
1468, 296, 22, NULL
1469, 296, 23, NULL
1470, 296, 24, NULL
1471, 296, 25, NULL
1472, 296, 26, NULL
1473, 296, 27, NULL
1474, 296, 28, NULL
1475, 296, 30, NULL
1476, 296, 31, NULL
1477, 296, 32, NULL
1478, 296, 33, NULL
1479, 296, 34, NULL
1480, 296, 35, NULL
1481, 296, 36, NULL
1482, 296, 37, NULL
1483, 296, 38, NULL
1484, 296, 39, NULL
1485, 296, 49, NULL
1486, 296, 58, NULL
1487, 296, 60, NULL
1488, 296, 61, NULL
1489, 296, 63, NULL
1490, 296, 64, NULL
1491, 296, 65, NULL
1492, 296, 66, NULL
1493, 296, 67, NULL
1494, 296, 68, NULL
1495, 296, 69, NULL
1496, 296, 87, NULL
1497, 296, 99, NULL
1498, 1153, 0, 'JPNEM'
1499, 373, 4, NULL
1500, 373, 6, NULL
1501, 373, 40, NULL
1502, 373, 41, NULL
1503, 373, 42, NULL
1504, 373, 43, NULL
1505, 373, 44, NULL
1506, 373, 47, NULL
1507, 373, 45, NULL
1508, 373, 48, NULL
1509, 373, 90, NULL
1510, 373, 92, NULL
1511, 373, 93, NULL
1512, 373, 94, NULL
1513, 373, 95, NULL
1514, 373, 96, NULL
1515, 373, 97, NULL
1516, 373, 98, NULL
1517, 215, 7, NULL
1518, 215, 8, NULL
1519, 215, 51, NULL
1520, 215, 52, NULL
1521, 215, 53, NULL
1522, 215, 55, NULL
1523, 215, 56, NULL
1524, 215, 70, NULL
1525, 215, 71, NULL
1526, 215, 72, NULL
1527, 215, 73, NULL
1528, 215, 74, NULL
1529, 215, 75, NULL
1530, 215, 76, NULL
1531, 215, 77, NULL
1532, 215, 79, NULL
1533, 215, 88, NULL
1534, 215, 89, NULL
1535, 215, 78, NULL
1536, 1154, 1, 'COMHR'
1537, 1155, 0, 'BRANC'
1538, 1155, 39, NULL
1539, 1156, 15, NULL
1540, 1156, 32, NULL
1541, 1156, 33, NULL
1542, 1156, 34, NULL
1543, 196, 14, NULL
1544, 112, 9, NULL
1545, 452, 8, NULL
1546, 1157, 20, 'ARGNC'
1547, 1158, 7, NULL
1548, 1159, 1, NULL
1549, 1159, 2, NULL
1550, 1165, 220, 'CANTS'
1551, 1165, 221, NULL
1552, 1165, 222, NULL
1553, 1165, 361, NULL
1554, 1165, 653, NULL
1555, 1165, 657, NULL
1556, 1165, 860, NULL
1557, 1160, 270, 'CANEL'
1558, 1162, 620, 'CANIW'
1559, 1163, 500, 'CANVT'
1560, 1163, 510, NULL
1561, 1161, 940, 'CANWT'
1562, 38, 690, NULL
1563, 1165, 360, NULL
1564, 1165, 652, NULL
1565, 1166, 656, NULL
1566, 1166, 380, NULL
1567, 1167, 490, 'CANGW'
1568, 38, 630, NULL
1569, 1168, 655, NULL
1570, 1168, 660, NULL
1571, 1169, 680, NULL
1572, 1169, 750, NULL
1573, 1169, 780, 'CANST'
1574, 38, 651, NULL
1575, 1076, 3, NULL
1576, 1170, 3, NULL
1577, 1170, 5, NULL
1578, 457, 12, NULL
1579, 1391, 12, NULL
1580, 429, 12, NULL
1581, 1171, 4, NULL
1583, 1173, 5, NULL
1584, 1175, 1, NULL
1585, 127, 43, NULL
1586, 452, 7, NULL
1587, 1176, 7, NULL
1588, 6, 2, NULL
1589, 228, 3, NULL
1590, 61, 352, NULL
1591, 61, 360, 'TCAIC'
1592, 1178, 4, NULL
1595, 459, 19, NULL
1596, 1392, 35, NULL
1597, 1181, 2, NULL
1598, 1182, 7, NULL
1599, 1186, 30, NULL
1600, 1185, 25, NULL
1601, 1184, 10, NULL
1602, 1184, 60, NULL
1603, 1183, 4, NULL
1605, 1189, 82, NULL
1606, 345, 20, NULL
1607, 1191, 9, NULL
1608, 1191, 28, NULL
1609, 1192, 91, NULL
1610, 1193, 6, 'MNGGM'
1611, 1193, 98, NULL
1612, 1194, 2, NULL
1613, 1120, 53, NULL
1614, 1120, 20, NULL
1615, 1195, 12, NULL
1616, 1195, 590, NULL
1617, 1195, 890, NULL
1618, 1196, 960, NULL
1619, 122, 11, NULL
1620, 122, 17, NULL
1621, 1197, 4, NULL
1622, 1198, 10, NULL
1623, 1199, 7, NULL
1624, 1200, 6, NULL
1625, 1036, 18, NULL
1628, 1201, 6, NULL
1629, 1202, 8, NULL
1630, 1208, 851, NULL
1631, 1208, 847, NULL
1632, 1211, 74, NULL
1633, 1212, 33, NULL
1634, 1213, 818, NULL
1635, 1213, 819, NULL
1636, 1213, 820, NULL
1637, 1213, 821, NULL
1638, 1213, 822, NULL
1639, 1213, 844, NULL
1640, 1213, 875, NULL
1641, 1213, 880, NULL
1642, 1213, 927, NULL
1643, 1213, 929, NULL
1644, 1214, 824, NULL
1645, 1214, 827, NULL
1646, 1214, 834, NULL
1647, 1215, 68, NULL
1648, 1215, 69, NULL
1649, 1216, 2, NULL
1650, 1217, 3, NULL
1651, 1218, 6, NULL
1653, 1329, 50, NULL
1655, 1220, 90, NULL
1656, 1221, 3, NULL
1657, 33, 5, NULL
1658, 424, 43, NULL
1659, 1222, 8, NULL
1660, 1223, 5, NULL
1661, 1224, 1, 'FSMFM'
1663, 1226, 1, NULL
1664, 1227, 50, NULL
1665, 1230, 50, NULL
1667, 53, 110, NULL
1669, 224, 5, NULL
1670, 64, 3, NULL
1671, 1231, 2, 'CAF02'
1672, 63, 9, NULL
1673, 1232, 50, 'JAMDC'
1674, 1085, 90, 'MEXN3'
1675, 351, 2, NULL
1676, 335, 3, NULL
1677, 1085, 40, NULL
1678, 1085, 10, NULL
1681, 1234, 5, NULL
1682, 1136, 1, NULL
1683, 1235, 1, 'STPST'
1684, 1236, 5, NULL
1685, 1237, 5, NULL
1686, 1238, 20, NULL
1687, 1239, 22, NULL
1688, 1369, 34, NULL
1689, 108, 2, NULL
1690, 375, 7, NULL
1691, 1376, 33, ''
1692, 386, 51, NULL
1693, 406, 10, NULL
1694, 464, 11, NULL
1695, 343, 3, ''
1696, 1137, 4, ''
1697, 1240, 99, NULL
1698, 236, 3, NULL
1699, 1208, 908, NULL
1700, 1208, 909, NULL
1701, 1208, 910, NULL
1702, 1208, 911, NULL
1703, 314, 53, NULL
1704, 1241, 15, NULL
1705, 219, 40, NULL
1706, 1242, 4, NULL
1707, 1243, 2, NULL
1708, 1244, 45, NULL
1709, 361, 8, NULL
1711, 441, 33, NULL
1712, 1245, 15, NULL
1713, 1246, 4, NULL
1714, 1247, 3, NULL
1715, 437, 32, NULL
1717, 248, 7, ''
1718, 515, 16, NULL
1719, 1315, 11, NULL
1720, 1249, 890, NULL
1721, 1249, 887, NULL
1722, 1249, 888, NULL
1723, 1249, 889, NULL
1724, 1249, 891, NULL
1726, 1249, 892, NULL
1727, 1249, 893, NULL
1728, 1249, 894, NULL
1729, 1249, 895, NULL
1730, 1249, 896, NULL
1731, 1249, 897, NULL
1732, 1249, 898, NULL
1733, 1249, 899, NULL
1734, 1249, 900, NULL
1735, 1249, 901, NULL
1736, 1249, 902, NULL
1737, 1249, 903, NULL
1738, 1249, 904, NULL
1739, 1249, 905, NULL
1740, 1249, 906, NULL
1741, 1249, 907, NULL
1742, 403, 3, NULL
1743, 1250, 5, NULL
1744, 1250, 8, NULL
1746, 137, 10, ''
1747, 137, 11, ''
1748, 137, 30, ''
1749, 1024, 30, NULL
1750, 1024, 280, NULL
1751, 1068, 5, NULL
1752, 338, 10, NULL
1753, 1253, 15, NULL
1754, 1253, 16, NULL
1755, 1253, 17, NULL
1756, 1254, 6, NULL
1757, 1024, 16, NULL
1758, 1024, 90, NULL
1759, 112, 1, NULL
1760, 514, 18, NULL
1761, 192, 13, NULL
1762, 1256, 4, NULL
1763, 1256, 23, NULL
1764, 1257, 21, NULL
1765, 199, 20, NULL
1766, 1258, 120, 'PRIOM'
1767, 1258, 0, NULL
1768, 348, 11, NULL
1769, 1259, 1, 'PLWPC'
1770, 1260, 80, NULL
1771, 1261, 9, NULL
1772, 1261, 1, NULL
1773, 1262, 1, NULL
1774, 1036, 19, NULL
1775, 1328, 32, NULL
1776, 1205, 6, NULL
1777, 1041, 35, NULL
1778, 1041, 33, NULL
1779, 1263, 24, NULL
1780, 67, 150, ''
1781, 67, 156, ''
1782, 67, 155, ''
1783, 124, 154, NULL
1784, 1214, 828, NULL
1785, 1213, 876, NULL
1786, 1264, 24, NULL
1787, 1195, 500, NULL
1788, 1195, 54, NULL
1789, 1195, 420, NULL
1790, 1026, 770, NULL
1791, 1195, 760, NULL
1792, 1122, 440, NULL
1793, 1122, 390, NULL
1794, 1122, 570, NULL
1795, 1265, 999, NULL
1796, 1024, 80, NULL
1797, 1287, 140, NULL
1798, 52, 110, NULL
1799, 1266, 50, NULL
1800, 1267, 4, NULL
1801, 1185, 50, NULL
1802, 272, 2, 'MCOM3'
1803, 1268, 1, NULL
1804, 1269, 80, NULL
1805, 1269, 88, NULL
1806, 1092, 12, NULL
1807, 1092, 13, NULL
1808, 1092, 14, NULL
1809, 57, 110, NULL
1810, 57, 20, NULL
1811, 1375, 8, NULL
1812, 156, 6, NULL
1813, 1337, 9, NULL
1814, 1336, 6, NULL
1815, 1271, 4, NULL
1816, 1272, 1, NULL
1817, 1273, 3, NULL
1818, 469, 54, NULL
1819, 469, 18, NULL
1820, 441, 12, NULL
1822, 243, 151, NULL
1823, 457, 7, NULL
1824, 1213, 877, NULL
1825, 1213, 878, NULL
1826, 1213, 879, NULL
1827, 1214, 823, NULL
1828, 1214, 825, NULL
1829, 1214, 826, NULL
1830, 1214, 829, NULL
1831, 1214, 830, NULL
1832, 1214, 831, NULL
1833, 1214, 832, NULL
1834, 1214, 833, NULL
1836, 1214, 835, NULL
1837, 1214, 836, NULL
1838, 1214, 837, NULL
1839, 1214, 838, NULL
1840, 1214, 839, NULL
1841, 1214, 840, NULL
1842, 1214, 841, NULL
1843, 1214, 842, NULL
1844, 1214, 843, NULL
1845, 510, 15, NULL
1846, 437, 20, NULL
1847, 167, 27, NULL
1848, 1274, 50, NULL
1849, 1275, 4, NULL
1850, 1276, 7, NULL
1851, 1213, 813, NULL
1852, 1213, 814, NULL
1853, 1213, 815, NULL
1854, 1213, 816, NULL
1855, 1213, 817, NULL
1856, 1213, 925, NULL
1857, 1213, 926, NULL
1859, 1213, 928, NULL
1861, 1277, 24, NULL
1862, 532, 4, NULL
1863, 1278, 1, 'MHLMI'
1865, 512, 71, NULL
1867, 524, 14, NULL
1868, 1281, 8, NULL
1869, 1282, 67, NULL
1870, 1283, 88, NULL
1871, 1284, 1, 'SPM01'
1872, 494, 90, NULL
1873, 332, 33, NULL
1874, 1174, 320, NULL
1877, 1214, 932, NULL
1878, 1027, 370, NULL
1879, 1288, 32, NULL
1880, 1289, 580, NULL
1881, 1289, 220, NULL
1882, 1290, 230, NULL
1883, 1290, 630, NULL
1884, 1195, 4, NULL
1945, 1195, 5, NULL
1946, 1195, 6, NULL
1947, 1195, 10, NULL
1948, 1195, 13, NULL
1949, 1265, 14, NULL
1950, 1265, 15, NULL
1951, 1265, 17, NULL
1952, 1265, 33, NULL
1953, 1265, 34, NULL
1954, 1265, 35, NULL
1955, 1265, 40, NULL
1956, 1265, 50, NULL
1957, 1265, 60, NULL
1958, 1265, 66, NULL
1959, 1265, 70, NULL
1960, 1265, 100, NULL
1961, 1265, 110, NULL
1962, 1265, 130, NULL
1963, 1265, 180, NULL
1964, 1265, 190, NULL
1965, 1265, 290, NULL
1966, 1265, 311, NULL
1967, 1265, 330, NULL
1968, 1195, 350, NULL
1969, 1265, 360, NULL
1970, 1265, 400, NULL
1971, 1265, 430, NULL
1972, 1265, 450, NULL
1973, 1265, 460, NULL
1974, 1265, 480, NULL
1975, 1265, 510, NULL
1976, 1265, 520, NULL
1977, 1265, 530, NULL
1978, 1265, 540, NULL
1979, 1265, 600, NULL
1980, 1265, 620, NULL
1981, 1265, 630, NULL
1982, 1265, 650, NULL
1983, 1265, 670, NULL
1984, 1265, 730, NULL
1985, 1265, 740, NULL
1986, 1265, 750, NULL
1987, 1265, 780, NULL
1988, 1265, 790, NULL
1989, 1265, 830, NULL
1990, 1265, 840, NULL
1991, 1265, 850, NULL
1992, 1265, 860, NULL
1993, 1265, 870, NULL
1994, 1265, 880, NULL
1995, 1265, 900, NULL
1996, 1265, 910, NULL
1997, 1265, 930, NULL
1998, 1265, 940, NULL
1999, 1265, 950, NULL
2000, 1265, 960, NULL
2001, 1265, 970, NULL
2002, 1265, 980, NULL
2003, 1265, 990, NULL
2004, 1291, 999, NULL
2005, 1291, 0, NULL
2006, 1291, 10, NULL
2007, 1291, 12, NULL
2008, 1291, 20, NULL
2009, 1291, 30, NULL
2010, 1291, 50, NULL
2011, 1291, 60, NULL
2012, 1291, 70, NULL
2013, 1291, 80, NULL
2014, 1291, 90, NULL
2015, 1291, 100, NULL
2016, 1291, 110, NULL
2017, 1291, 120, NULL
2018, 1291, 130, NULL
2019, 1291, 140, NULL
2020, 1291, 150, NULL
2021, 1291, 160, NULL
2022, 1291, 170, NULL
2023, 1291, 180, NULL
2024, 1291, 190, NULL
2025, 1291, 210, NULL
2026, 1291, 330, NULL
2027, 1291, 360, NULL
2028, 1291, 410, NULL
2029, 1291, 420, NULL
2030, 1291, 450, NULL
2031, 1291, 480, NULL
2032, 1291, 481, NULL
2033, 1291, 490, NULL
2034, 1291, 500, NULL
2035, 1291, 530, NULL
2036, 1291, 570, NULL
2037, 1291, 640, NULL
2038, 1291, 650, NULL
2039, 1291, 750, NULL
2040, 1291, 810, NULL
2041, 1291, 830, NULL
2042, 1291, 870, NULL
2043, 1291, 910, NULL
2044, 1291, 930, NULL
2045, 1291, 950, NULL
2046, 1291, 970, NULL
2047, 1291, 990, NULL
2048, 1292, 999, NULL
2049, 1293, 999, NULL
2078, 1292, 20, NULL
2079, 1292, 30, NULL
2080, 1292, 40, NULL
2081, 1292, 50, NULL
2082, 1292, 70, NULL
2083, 1292, 80, NULL
2084, 1292, 120, NULL
2085, 1292, 130, NULL
2086, 1292, 180, NULL
2087, 1292, 220, NULL
2088, 1292, 270, NULL
2089, 1292, 280, NULL
2090, 1292, 330, NULL
2091, 1292, 340, NULL
2092, 1292, 350, NULL
2093, 1292, 370, NULL
2094, 1292, 380, NULL
2095, 1292, 400, NULL
2096, 1292, 420, NULL
2097, 1292, 460, NULL
2098, 1292, 470, NULL
2099, 1292, 530, NULL
2100, 1292, 590, NULL
2101, 1292, 610, NULL
2102, 1292, 660, NULL
2103, 1292, 780, NULL
2104, 1292, 860, NULL
2105, 1292, 900, NULL
2106, 1293, 10, NULL
2107, 1293, 11, NULL
2108, 1291, 730, NULL
2109, 1291, 310, NULL
2110, 1291, 440, NULL
2111, 1291, 340, NULL
2112, 1265, 710, NULL
2162, 1291, 800, NULL
2163, 1291, 590, NULL
2164, 1291, 270, NULL
2165, 1291, 286, NULL
2166, 1291, 275, NULL
2167, 1291, 280, NULL
2168, 1291, 485, NULL
2169, 1291, 285, NULL
2170, 1291, 274, NULL
2171, 1291, 390, NULL
2172, 1291, 279, NULL
2173, 1291, 484, NULL
2174, 1291, 284, NULL
2175, 1291, 489, NULL
2176, 1291, 273, NULL
2177, 1291, 289, NULL
2178, 1291, 278, NULL
2179, 1291, 483, NULL
2180, 1291, 283, NULL
2181, 1291, 488, NULL
2182, 1291, 272, NULL
2183, 1291, 288, NULL
2184, 1291, 277, NULL
2185, 1291, 482, NULL
2186, 1291, 282, NULL
2187, 1291, 487, NULL
2188, 1291, 271, NULL
2189, 1291, 560, NULL
2190, 1291, 287, NULL
2191, 1291, 276, NULL
2192, 1291, 281, NULL
2193, 1291, 486, NULL
2194, 1291, 240, NULL
2195, 1291, 520, NULL
2196, 1291, 311, NULL
2197, 1291, 460, NULL
2198, 1291, 920, NULL
2199, 1291, 380, NULL
2200, 1291, 300, NULL
2201, 1291, 610, NULL
2202, 1291, 710, NULL
2203, 1291, 670, NULL
2204, 1291, 540, NULL
2205, 1291, 430, NULL
2206, 1291, 350, NULL
2207, 1291, 260, NULL
2208, 1291, 880, NULL
2209, 1291, 740, NULL
2210, 1291, 860, NULL
2211, 1265, 700, NULL
2212, 1265, 11, NULL
2213, 1265, 46, NULL
2214, 1265, 31, NULL
2215, 1265, 38, NULL
2216, 1265, 3, NULL
2217, 1265, 23, NULL
2218, 1265, 24, NULL
2219, 1265, 25, NULL
2220, 1265, 26, NULL
2221, 1265, 920, NULL
2222, 1292, 290, NULL
2223, 1292, 230, NULL
2224, 1292, 170, NULL
2225, 1292, 10, NULL
2226, 1292, 160, NULL
2227, 1292, 190, NULL
2228, 1292, 90, NULL
2229, 1291, 470, NULL
2230, 1292, 650, NULL
2231, 1294, 340, NULL
2232, 1295, 590, NULL
2233, 1296, 740, NULL
2234, 1297, 480, NULL
2235, 1298, 3, 'SVKSW'
2236, 1299, 18, 'UGASU'
2237, 508, 42, 'DEU42'
2238, 454, 9, NULL
2239, 1300, 26, NULL
2240, 391, 8, NULL
2241, 424, 36, NULL
2242, 316, 22, NULL
2243, 392, 19, NULL
2244, 1031, 23, 'ISR23'
2245, 339, 36, NULL
2246, 316, 17, NULL
2247, 219, 7, NULL
2248, 193, 15, NULL
2249, 1301, 130, NULL
2250, 1036, 12, NULL
2251, 1332, 27, NULL
2252, 1333, 54, NULL
2253, 1302, 40, NULL
2254, 1330, 47, 'RUSSS'
2255, 1084, 11, NULL
2256, 87, 8, NULL
2257, 89, 9, NULL
2258, 112, 11, NULL
2259, 264, 13, NULL
2260, 96, 187, NULL
2261, 1303, 152, NULL
2262, 1304, 8, 'UZB00'
2263, 1305, 1, NULL
2264, 482, 157, NULL
2265, 1308, 9, NULL
2266, 167, 11, NULL
2267, 425, 3, NULL
2268, 1309, 8, NULL
2269, 1061, 12, 'ZAFMM'
2270, 1310, 2, 'STPUT'
2271, 1311, 49, 'BHSNC'
2272, 466, 39, 'BHSBH'
2273, 1312, 153, NULL
2274, 1313, 14, 'NORIC'
2275, 196, 23, NULL
2277, 1089, 154, NULL
2278, 471, 2, NULL
2279, 471, 80, NULL
2280, 194, 39, NULL
2281, 426, 36, 'ARGVO'
2282, 29, 6, ''
2283, 1316, 8, NULL
2284, 205, 2, 'IRNMI'
2285, 1317, 2, ''
2286, 1318, 66, 'IRQFL'
2287, 1210, 854, NULL
2288, 1210, 855, NULL
2289, 1210, 856, NULL
2290, 1210, 857, NULL
2291, 1210, 858, NULL
2292, 1210, 859, NULL
2293, 1210, 860, NULL
2294, 1210, 861, NULL
2295, 1210, 862, NULL
2296, 1210, 863, NULL
2297, 1210, 864, NULL
2298, 1210, 865, NULL
2299, 1210, 866, NULL
2300, 1210, 867, NULL
2301, 1210, 868, NULL
2302, 1210, 869, NULL
2303, 1210, 870, NULL
2304, 1210, 871, NULL
2305, 1210, 872, NULL
2306, 1210, 873, NULL
2307, 1210, 874, NULL
2308, 1319, 2, NULL
2309, 1238, 1, NULL
2310, 1038, 3, NULL
2311, 1320, 10, NULL
2312, 1134, 0, NULL
2313, 1321, 4, NULL
2314, 1322, 11, NULL
2315, 1338, 10, NULL
2316, 499, 4, NULL
2318, 192, 18, NULL
2319, 1323, 71, NULL
2320, 1324, 2, NULL
2321, 1325, 57, NULL
2322, 1326, 16, NULL
2323, 1327, 50, NULL
2324, 1345, 13, NULL
2325, 1346, 28, NULL
2326, 1347, 33, NULL
2327, 1348, 41, NULL
2328, 1349, 42, NULL
2329, 1350, 44, NULL
2330, 1351, 60, NULL
2331, 1352, 779, NULL
2332, 1353, 38, NULL
2333, 452, 3, NULL
2334, 1192, 1, NULL
2335, 1354, 24, NULL
2336, 1355, 21, NULL
2337, 152, 19, NULL
2338, 430, 300, NULL
2339, 1356, 1, NULL
2340, 1357, 2, NULL
2341, 1358, 6, NULL
2342, 96, 208, NULL
2343, 1089, 1, NULL
2344, 1304, 3, NULL
2345, 1359, 62, NULL
2346, 1360, 99, NULL
2347, 1240, 69, NULL
2348, 1361, 11, NULL
2349, 1362, 34, NULL
2350, 1363, 12, NULL
2351, 1364, 30, NULL
2352, 1365, 9, NULL
2353, 1366, 2, NULL
2354, 1367, 7, NULL
2355, 1368, 49, NULL
2356, 88, 24, NULL
2357, 1370, 17, NULL
2358, 1371, 20, NULL
2359, 1372, 81, NULL
2360, 1373, 9, NULL
2361, 1374, 2, NULL
2363, 1377, 53, NULL
2364, 1378, 22, NULL
2365, 1378, 8, NULL
2366, 382, 8, NULL
2367, 1379, 3, NULL
2368, 1380, 45, NULL
2369, 186, 4, NULL
2370, 1381, 88, NULL
2371, 1092, 72, NULL
2373, 96, 20, NULL
2374, 161, 36, NULL
2375, 1383, 49, NULL
2376, 338, 44, NULL
2377, 167, 35, NULL
2378, 1384, 5, NULL
2379, 363, 9, NULL
2380, 386, 58, NULL
2381, 1385, 27, NULL
2382, 1292, 430, NULL
2383, 498, 11, NULL
2384, 469, 17, NULL
2385, 498, 9, NULL
2386, 1386, 20, NULL
2387, 316, 30, NULL
2388, 15, 3, NULL
2389, 1387, 8, NULL
2390, 1388, 10, NULL
2391, 1389, 7, NULL
2392, 518, 54, NULL
2393, 1092, 6, NULL
2394, 1354, 3, NULL
2395, 1390, 8, NULL
2396, 193, 16, NULL
2397, 1085, 5, NULL
2398, 1085, 70, NULL
2399, 1085, 80, NULL
